,price,description,locations,titles,target,labelled,websites,index
364,800.0,one clean bright furnished basement room with very private toilet and vanity sink detached beautiful house ’ very quiet peaceful place available from december 27th 2021 all detail ,oakville halton region,    room rental roommate oakville halton region room for rent brampton with private toilet 800 1599432289 room for rent brampton with private toilet 800 ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/oakville-halton-region/room-for-rent-in-brampton-with-private-toilet-800/1599432289,364
365,425.0,bedroom detached home the main floor for rent quiet street highly desirable and safe neighborhood walking distance ttc single fair zone bus 102 well yrt bus detail ,markham york region   ,    room rental roommate markham york region bedroom house for rent markham steele 1599431754 bedroom house for rent markham steele ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/markham-york-region/3-bedroom-house-for-rent-markham-steele/1599431754,365
366,649000.0,luxury semi detached home high demand area kingston city starting price 649k these luxury semi detached home will booked first come first serve basis hurry close detail ,mississauga peel region,    house for sale mississauga peel region kingston brand new detached homes from 649 000 1599431247 kingston brand new detached homes from 649 000 ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/kingston-brand-new-detached-homes-from-649-000/1599431247,366
367,699900.0,price 699 900 5366 luxurious breathtaking renovation done from top bottom detached house with stucco exterior all bedroom with connected washroom porcelain tile 24x48 smooth detail ,city toronto,    house for sale city toronto bed bath brampton home 1599421782 bed bath brampton home ,house,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/4-2-bed-5-bath-brampton-home/1599421782,367
368,550.0,looking for clean matured and responsible roommate for sharing shared bunglow semi furnished scarborough from 1st feb 2022 bedroom den room size house located glen detail ,city toronto,    room rental roommate city toronto female roommates wanted 1599429733 female roommates wanted ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/city-of-toronto/female-roommates-wanted/1599429733,368
369,800.0,bedroom bath detached house living area kitchen and laundry the same level cross section mclaughlin road oaklea blvd brampton walking distance sabji mandi sheridan college nanaksar detail ,mississauga peel region,    short term rental mississauga peel region 2800 mclaughlin road oaklea blvd brampton 1599429331 2800 mclaughlin road oaklea blvd brampton ,house,0,https:/www.kijiji.ca/v-short-term-rental/mississauga-peel-region/2800-mclaughlin-road-oaklea-blvd-brampton/1599429331,369
370,500.0,there have spacious master bedroom available for rent pickering looking for nice responsible and respectful tenant this not basement this the lower level the house detail ,city toronto,    room rental roommate city toronto room available for rent 1599428156 room available for rent ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-available-for-rent/1599428156,370
371,100.0,hwy burnhamthorpe road fully furnished room detached house upper floor with private suite bathroom shared living room kitchen and laundry room rogers ignite 500 mb high speed detail ,mississauga peel region,    room rental roommate mississauga peel region square one master bedroom for rent 1599426695 square one master bedroom for rent ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/square-one-master-bedroom-for-rent/1599426695,371
372,600.0,big private room available for rent for month lease you wanna stay you can month month the house very close walmart tim hortons rona five guy burger dollar shop etc etc detail ,mississauga peel region,    room rental roommate mississauga peel region full big room available first floor brampton near walmart 1599426234 full big room available first floor brampton near walmart ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/full-big-room-available-on-first-floor-in-brampton-near-walmart/1599426234,372
373,680.0,this private room all inclusive shared house shared kitchen and bathroom looking for the right kind roommate that would fit well the other roommate are all male and gay and detail ,city toronto,    room rental roommate city toronto private bright spacious room for rent shared house 1599425351 private bright spacious room for rent shared house ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-bright-spacious-room-for-rent-in-shared-house/1599425351,373
374,598000.0,price 598 000 8201 wow absolute show stopper approx 6000sf living space luxury unmatched and highend workmanship heated saltwater inground pool extensive landscaping gym wetbar detail ,mississauga peel region,    house for sale mississauga peel region approx 6000sf det home bed bath 1599422061 approx 6000sf det home bed bath ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/approx-6000sf-det-home-5-1-bed-6-bath/1599422061,374
375,999900.0,price 999 900 3156 one the most beautiful cozy semi detached home prime brampton this bright and spacious bdrm washroom home come with inch hand scraped organic detail ,mississauga peel region,    house for sale mississauga peel region bedroom semi brampton 1599421324 bedroom semi brampton ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/3-bedroom-semi-in-brampton/1599421324,375
376,699000.0,price 699 000 5363 bedroom detached home featuring 2845 foot per builder foot back pie shape lot located prestigious riverstone community built townwood home foot detail ,mississauga peel region,    house for sale mississauga peel region bdrm detached brampton home 2845 1599420912 bdrm detached brampton home 2845 ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/4-bdrm-detached-brampton-home-2845-sq-ft/1599420912,376
377,999999.0,your search over beautiful 2122 sqft coughlan built bedroom home you would love call home year new desired northwest ajax community all brick home with open concept and foot detail ,oshawa durham region,    house for sale oshawa durham region inquire about this one church rossland 1599420875 inquire about this one church rossland ,house,0,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/inquire-about-this-one-at-church-rossland/1599420875,377
378,699000.0,price 699 000 361 bedroom house highly demandable area bram east approximately 4200 living space bedroom finished basement with detail ,mississauga peel region,    house for sale mississauga peel region single family for sale brampton 1599420003 single family for sale brampton ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/single-family-for-sale-in-brampton/1599420003,378
379,895000.0,price 895 000 5982 stunning cassavia built estate home one the best premier lot brampton huge pie shaped lot backing and siding ravine and forest this home owned the detail ,mississauga peel region,    house for sale mississauga peel region bed bath cassavia built estate home 1599418765 bed bath cassavia built estate home ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/4-1-bed-5-bath-cassavia-built-estate-home/1599418765,379
380,549000.0,price 549 000 4890 pride ownership this fabulous luxurious home sits corner lot and feature bd bath hardwood floor white kitchen with stone counter and backsplash detail ,mississauga peel region,    house for sale mississauga peel region snowcap brampton bed bath 1599417419 snowcap brampton bed bath ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/2-snowcap-rd-brampton-4-bed-3-bath/1599417419,380
381,399.0,bedroom upper portion house ready move parkside main intersection mecload and kalar niagara fall smoke and pet allowed first and last month rent also required detail ,city toronto,    short term rental city toronto house for rent niagara falls 1599416489 house for rent niagara falls ,house,0,https:/www.kijiji.ca/v-short-term-rental/city-of-toronto/house-for-rent-in-niagara-falls/1599416489,381
382,549900.0,price 549 900 4893 absolutely stunning bedroom bathroom home located high demand s brampton entry upgrade thru out the home open concept living dining family detail ,mississauga peel region,    house for sale mississauga peel region absolutely stunning bdrm det brampton home for sale 1599416062 absolutely stunning bdrm det brampton home for sale ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/absolutely-stunning-4-bdrm-det-brampton-home-for-sale/1599416062,382
383,650.0,nice room upper floor house fully furnished looking for student young working adult washing machine and dryer included utility internet included major intersection brittania and detail ,mississauga peel region,    room rental roommate mississauga peel region furnished room for rent mississauga girls only 1599414827 furnished room for rent mississauga girls only ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/furnished-room-for-rent-in-mississauga-girls-only/1599414827,383
384,100000.0,5bed 4bath with double garage over 3400sf lot upgrade main floor second floorbasement completed date will 2023 king east estate new townhouse and single family home detail ,markham york region   ,    house for sale markham york region richmond hill kingeast estate new detached house assignment sale 1599414553 richmond hill kingeast estate new detached house assignment sale ,house,0,https:/www.kijiji.ca/v-house-for-sale/markham-york-region/richmond-hill-kingeast-estate-new-detached-house-assignment-sale/1599414553,384
385,499.0,ready move bedroom town house address pearman crescent brampton all inquiry are welcome first and last month rent required pet and smoke car parking available call 647 606 detail ,city toronto,    short term rental city toronto house for rent brampton 1599414080 house for rent brampton ,house,0,https:/www.kijiji.ca/v-short-term-rental/city-of-toronto/house-for-rent-in-brampton/1599414080,385
386,699900.0,price 699 900 5366 luxurious breathtaking renovation done from top bottom detached house with stucco exterior all bedroom with connected washroom porcelain tile 24x48 smooth detail ,mississauga peel region,    house for sale mississauga peel region bdrm detd brampton home fin bsmnt 1599413448 bdrm det brampton home fin bsmnt ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/4-2-bdrm-detd-brampton-home-w-fin-bsmnt/1599413448,386
387,50.0,the house located dundas one block west bathurst ’ quiet house occupied young professional and student not party house walking distance freshco kensington market detail ,city toronto,    room rental roommate city toronto bedroom private bathroom dundas bathurst 1599412825 bedroom private bathroom dundas bathurst ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/city-of-toronto/bedroom-w-private-bathroom-dundas-bathurst/1599412825,387
388,999900.0,price 999 900 3156 one the most beautiful cozy semi detached home prime brampton this bright and spacious bdrm washroom home come with inch hand scraped organic detail ,mississauga peel region,    house for sale mississauga peel region storey semi detached home bed bath 1599411835 storey semi detached home bed bath ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/2-storey-semi-detached-home-3-bed-3-bath/1599411835,388
389,500.0,beautiful house south etobicoke for rent bedroom parking spot contract for month could longer 2500 plus utility detail ,city toronto,    short term rental city toronto entire house for rent 1599411284 entire house for rent ,house,0,https:/www.kijiji.ca/v-short-term-rental/city-of-toronto/entire-house-for-rent/1599411284,389
390,500000.0,stunning executive home nestled prestigious unionville originally bdrm converted bdrm renovated with all the bell whistle upgraded custom kit top the line appliance crown detail ,markham york region   ,    house for sale markham york region markham bedrooms 1599410962 markham bedrooms ,house,0,https:/www.kijiji.ca/v-house-for-sale/markham-york-region/markham-w-4-bedrooms/1599410962,390
391,900000.0,investor would you like get 000 000 profit until closing get the benefit ontario hot market and price appreciation future don miss the best deal kitchener detail ,mississauga peel region,    house for sale mississauga peel region kitchener brand new detached homes for sale from mid 800s 1599410137 kitchener brand new detached homes for sale from mid 800 ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/kitchener-brand-new-detached-homes-for-sale-from-mid-800s/1599410137,391
392,799900.0,price 799 900 2525 bedroom townhome large foyer with cathedral ceiling with access upper and lower level beautiful eat kitchen with breakfast bar and large sitting area over detail ,mississauga peel region,    house for sale mississauga peel region bed bath heart lake east brampton 1599409954 bed bath heart lake east brampton ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/3-bed-2-bath-heart-lake-east-brampton/1599409954,392
393,960000.0,project baker hill town norstar model aspenwood bed bath lot 144 size 1767 sqft exposure south single garage parking driveway total parking occupancy summer 2022 potl fee 100 detail ,markham york region   ,    house for sale markham york region assignment sale baker hill towns stouffville 1599409953 assignment sale baker hill towns stouffville ,house,0,https:/www.kijiji.ca/v-house-for-sale/markham-york-region/assignment-sale-baker-hill-towns-in-stouffville/1599409953,393
394,300000.0,assignment sale caledon project briarfields builder auriga home original price 324 991 deposit 100k asking ceiling ’ main ’ 2nd floor bedroom bath tentative detail ,mississauga peel region,    house for sale mississauga peel region assignment sale briarfields detached house caledon 1599408653 assignment sale briarfields detached house caledon ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/assignment-sale-briarfields-detached-house-in-caledon/1599408653,394
395,199900.0,price 199 900 3788 you will absolutely fall love with this gorgeous sun filled house nestled quiet neighbourhood with numerous upgrade the open concept floorplan showcase detail ,city toronto,    house for sale city toronto bed sun filled house 2000 1599408383 bed sun filled house 2000 ,house,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/4-bed-sun-filled-house-2000-sq-ft/1599408383,395
396,800000.0,low maintenance fee house with finished basement perfect for first time buyer and investor ravine and child playground the back with back entry close school shopping place detail ,mississauga peel region,    house for sale mississauga peel region 218 beautiful spacious well maintained townhouse for sale 1599407658 218 beautiful spacious well maintained townhouse for sale ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/d-218_-beautiful-spacious-well-maintained-townhouse-for-sale/1599407658,396
397,800000.0,price 800 000 2525 beautiful spacious well maintained townhouse for sale highly sought after fletcher creek village low maintenance fee house with finished basement perfect for first detail ,mississauga peel region,    house for sale mississauga peel region bedrooms brampton 1599407242 bedrooms brampton ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/3-bedrooms-in-brampton/1599407242,397
398,899999.0,price 899 999 2841 end unit townhome that feel like semi easy access yard door leading bdrm fin bsmt plus sep entrance thru garage income potential le than year detail ,mississauga peel region,    house for sale mississauga peel region vanhorne clse brampton bed bath 1599406873 vanhorne clse brampton bed bath ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/90-vanhorne-clse-brampton-3-1-bed-3-bath/1599406873,398
399,159900.0,gorgeous newly renovated two storey kirkland lake waiting for your moving van hope the primer dry when you arrive that how newly renovated this two storey house kirkland lake this detail ,oakville halton region,    house for sale oakville halton region storey apts newly renovated move today kirkland lake 1599406301 storey apts newly renovated move today kirkland lake ,house,0,https:/www.kijiji.ca/v-house-for-sale/oakville-halton-region/2-storey-2-apts-newly-renovated-move-in-today-kirkland-lake/1599406301,399
400,400.0,room available for rent house sharing for one girl near grocery store bus stop master bedroom included all utility wifi laundry hydro rent 400 contact 3653664223 detail ,mississauga peel region,    room rental roommate mississauga peel region room for rent 1599406065 room for rent ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/room-for-rent/1599406065,400
401,695.0,january 2022 about house locate the annex dupont with bedroom total this room great for student and working professional who want quiet place study and relax room detail ,city toronto,    room rental roommate city toronto all inclusive bedroom for rent annex 1599404863 all inclusive bedroom for rent annex ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/city-of-toronto/all-inclusive-bedroom-for-rent-annex/1599404863,401
402,600000.0,approx acre lot high end room with swimming pool destination event and wedding opportunity three bedroom house for work and live opportunity great family business turnkey operation detail ,oakville halton region,    commercial office space for sale oakville halton region boutique motel opportunity for sale 1599404641 boutique motel opportunity for sale ,house,0,https:/www.kijiji.ca/v-commercial-office-space-for-sale/oakville-halton-region/boutique-motel-opportunity-for-sale/1599404641,402
403,599000.0,rare opportunity own detached home kitchen great for large family law suite appx 4300 living space bdrms bath each floor beautiful huge deck spacious detail ,mississauga peel region,    house for sale mississauga peel region view this week bedroom bths 1599404616 view this week bedroom bths ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/view-it-this-week-8-bedroom-5-bths/1599404616,403
404,889000.0,well maintained freshly painted bedroom bungalow prime brampton tenant basement willing stay leave 3rd bedroom lead patio door backyard deck close hwy 410 detail ,mississauga peel region,    house for sale mississauga peel region 208 attention investor end user first time home buyers 1599404191 208 attention investor end user first time home buyers ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/d-208_-attention-:-investor-end-user-first-time-home-buyers/1599404191,404
405,988000.0,price 988 000 335 month @ interest rate with down payment – approved credit located the most prestigious highbush neighbourhood pickering this gorgeous house offer all detail ,city toronto,    house for sale city toronto breathtaking car gar detached home ground pool 1599403067 breathtaking car gar detached home ground pool ,house,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/breathtaking-2-car-gar-detached-home-w-in-ground-pool/1599403067,405
406,499786.0,• gorgeous starlane home corner • bedroom bathroom over 3500 sqft • fully upgraded hardwood the upper floor • ’ celling main ’ celling 2nd celling basement • custom backsplash detail ,city toronto,    house for sale city toronto gorgeous starlane detached corner house oakville 1599402253 gorgeous starlane detached corner house oakville ,house,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/gorgeous-starlane-detached-corner-house-in-oakville/1599402253,406
407,639800.0,sold like under power sale 1200 sqft 450sf terrace bdrm bath houseboat called the champ 2019 fully registered vessel approved transport canada marine survey completed june detail ,city toronto,    house for sale city toronto 205 attention investors 1599401172 205 attention investors ,house,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/d-205_-attention-investors/1599401172,407
408,250000.0,pectacular fully renovated level backsplit bedroom and washroom chef delight kitchen with quartz counter top and extended island skylight the hallway open concept living dinning detail ,mississauga peel region,    house for sale mississauga peel region metzak for sale 1599401089 metzak for sale ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/8-metzak-dr-for-sale/1599401089,408
409,999000.0,price 999 000 152 attention first time buyer investor rarely offered for sale huge pie shaped lot with 120ft frontage bedroom bungalow extra long car driveway clean well detail ,mississauga peel region,    house for sale mississauga peel region bedroom bth located airport thamsgate 1599401011 bedroom bth located airport thamsgate ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/3-bedroom-1-bth-located-at-airport-rd-thamsgate/1599401011,409
410,850.0,nicely furnished huge bedroom upper apt ready today for move clair west oakwood ave famous winona corner house main floor all utility are included very bright lot window detail ,city toronto,    room rental roommate city toronto furnished house bedroom clair west oakwood ave ready 1599400742 furnished house bedroom clair west oakwood ave ready ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-house-1-bedroom-st-clair-west-at-oakwood-ave-ready/1599400742,410
411,699000.0,price 699 000 559 month @ interest rate with down payment – approved credit ravine lot walk out basement absolutely amazing home year old over 3400 sqft bed bath detail ,oshawa durham region,    house for sale oshawa durham region immaculate amazing 4bedroom car garage detached home 1599400669 ⚡immaculate amazing 4bedroom car garage detached home ,house,0,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/immaculate-amazing-4bedroom-2-car-garage-detached-home/1599400669,411
412,999000.0,price 999 000 152 bedroom semi detached home ravine lot bedroom finished basement with separate entrance kitchen with quartz countertop and new door washroom window big detail ,mississauga peel region,    house for sale mississauga peel region airport derry with new bdrm bth 1599399536 airport derry with new bdrm bth ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/airport-derry-with-new-bdrm-5-bth/1599399536,412
413,500000.0,unique opportunity acquire updated turn key unit multiplex building with potential rental income 240k per year located the edge trendy cabbagetown across the street from the detail ,city toronto,    house for sale city toronto rental property for sale downtown toronto 1591503614 rental property for sale downtown toronto ,house,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/rental-property-for-sale-in-downtown-toronto/1591503614,413
414,929000.0,top reason live symphony town family friendly area – symphony town the perfect place for family all age call home there are many daycare and school the area for the detail ,oshawa durham region,    house for sale oshawa durham region assignment sale symphony towns oshawa 1583307914 assignment sale symphony towns oshawa ,house,0,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/assignment-sale-symphony-towns-in-oshawa/1583307914,414
415,899000.0,luxury finished spectacular deep ravine lot walkout bsmt prime neighborhood this bright 3600 beautiful feature home office room with french double door ceiling pot light detail ,markham york region   ,    house for sale markham york region assignment sale detached houe east gwilliambury 1574788138 assignment sale detached houe east gwilliambury ,house,0,https:/www.kijiji.ca/v-house-for-sale/markham-york-region/assignment-sale-detached-houe-east-gwilliambury/1574788138,415
416,299888.0,redevelopment opportunity central mississauga premium corner 100 x390 39000 minute cooksville station new proposed lrt 2024 school all amenity etc extra existing detail ,mississauga peel region,    land for sale mississauga peel region 39000 sqft land with house central mississauga 1591324948 39000 sqft land with house central mississauga ,house,0,https:/www.kijiji.ca/v-land-for-sale/mississauga-peel-region/39000-sqft-land-with-house-in-central-mississauga/1591324948,416
417,525.0,nice furnished room for girl house ready now indian girl already house car pet smoker sorry ready for month month rental clean and quiet house and all included call detail ,city toronto,    room rental roommate city toronto single furnished room for girl upper house ready 1599397828 single furnished room for girl upper house ready ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/city-of-toronto/single-furnished-room-for-girl-upper-house-ready/1599397828,417
418,999999.0,price 999 999 156 stunning 3bdrm home quiet cul sac fabulous meadowvale ideal minute lisgar stn hwy 401 407 plum tree school dist new community center detail ,mississauga peel region,    house for sale mississauga peel region bedrooms bathrooms winston churchill and derry 1599397187 bedrooms bathrooms winston churchill and derry ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/3-1-bedrooms-3-bathrooms-winston-churchill-and-derry/1599397187,418
419,799000.0,purchase this property for little 144 per month down alternatively 022 per month with just down very spacious fully renovated townhouse desired detail ,city toronto,    house for sale city toronto spacious beautyfully renovated townhouse toronto 1599396168 ⭐spacious beautyfully renovated townhouse toronto ,house,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/spacious-beautyfully-renovated-townhouse-in-toronto/1599396168,419
420,900.0,room available for rent bovaid and mclaughlin from feb 2022 all are living hear are family member preference couple student rent 800 900 include utility only you pay wifi for detail ,mississauga peel region,    room rental roommate mississauga peel region room available the vegetarian house 1599396110 room available the vegetarian house ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/room-available-in-the-vegetarian-house/1599396110,420
421,500000.0,price 500 000 200 calling all landlord and developer this amazing opportunity just short walk from the heart mississauga highly desirable streetsville this plex with detail ,mississauga peel region,    house for sale mississauga peel region bdrm bth erin centre bvd queen 1599394445 bdrm bth erin centre bvd queen ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/6-bdrm-6-bth-erin-centre-bvd-queen-st/1599394445,421
422,999900.0,price 999 900 155 gorgeous property churchill meadow with rentable basement looking for new owner this well maintained semi detached house offering great value and cozy detail ,mississauga peel region,    house for sale mississauga peel region mississauga living bdrm bth thomas tenth line 1599394176 mississauga living bdrm bth thomas tenth line ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/mississauga-living-3-1-bdrm-4-bth-thomas-tenth-line/1599394176,422
423,800000.0,beautiful home for sale private sale agent fully renovated top bottom new large lot 300 brechin ontario lagoon city detail ,city toronto,    house for sale city toronto beautiful house for sale lake simcoe huge lot 1599394046 beautiful house for sale lake simcoe huge lot ,house,0,https:/www.kijiji.ca/v-house-for-sale/city-of-toronto/beautiful-house-for-sale-lake-simcoe-huge-lot/1599394046,423
424,649900.0,awesome better than new luxury appointed 667 home superior live work and entertain fast growing sutton west york region enjoy year round fun and around southern shore detail ,markham york region   ,    house for sale markham york region bed bath sutton west york around lake simcoe 1599393439 bed bath sutton west york around lake simcoe ,house,0,https:/www.kijiji.ca/v-house-for-sale/markham-york-region/4-bed-4-bath-in-sutton-west-york-around-lake-simcoe/1599393439,424
425,410.0,rent will around 410 dollar included utility it house mavis and steel’ intersection near frill charcoal way brampton detail ,mississauga peel region,    room rental roommate mississauga peel region need one girl for room sharing with another girl from january 1599390557 need one girl for room sharing with another girl from january ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/need-one-girl-for-room-sharing-with-another-girl-from-1-january/1599390557,425
426,700.0,fully furnished room jan 1st @ york uni village close subway station single bed wardrobe desk chair drawer roof top terrace back yard cozy clean house includes utility detail ,city toronto,    room rental roommate city toronto room for rent north york subway 1599389498 room for rent north york subway ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-north-york-subway/1599389498,426
427,550.0,truck driver etobicoke south room for rent 550 all incl internet bdr bdr house feb 2022 parking spot viewing start dec from male only drinking detail ,city toronto,    room rental roommate city toronto truck drivers etobicoke south room for rent 550 all incl 1599389477 truck drivers etobicoke south room for rent 550 all incl ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/city-of-toronto/truck-drivers-etobicoke-south-room-for-rent-550-all-incl/1599389477,427
428,199980.0,price 199 980 220 month @ interest rate with down payment lower down payment option also available – approved credit gorgeous bdrm bath tribute luxurious detail ,oshawa durham region,    house for sale oshawa durham region welcome home gorgeous car gar detached oshawa 1599389142 ➡welcome home gorgeous car gar detached oshawa ,house,0,https:/www.kijiji.ca/v-house-for-sale/oshawa-durham-region/welcome-home-gorgeous-5-2-br-w-2-car-gar-detached-in-oshawa/1599389142,428
429,849900.0,welcome home this beautifully designed 3bed 3washroom townhome finished with hardwood floor open concept kitchen breakfast and living area overlooking large backyard from walk out balcony detail ,oakville halton region,    house for sale oakville halton region mayfield and creditview for sale brampton 1599388909 mayfield and creditview for sale brampton ,house,0,https:/www.kijiji.ca/v-house-for-sale/oakville-halton-region/mayfield-and-creditview-for-sale-in-brampton/1599388909,429
430,99900.0,rarely offered one owner meticulously maintained 1900 sqft semi detach vellore village close all amenity walk school park and public transit family oriented neighbourhood sun bright detail ,mississauga peel region,    house for sale mississauga peel region bdr bth weston and major mackenzie 1599385878 bdr bth weston and major mackenzie ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/4-bdr-4-bth-weston-rd-and-major-mackenzie/1599385878,430
431,799000.0,absolutely gorgeous modern bedroom bathroom townhouse bedroom washroom bedroom townhome laminate floor throughout solid oak staircase espresso finished cabinetry extra detail ,mississauga peel region,    house for sale mississauga peel region house for sale brampton 1599385295 house for sale brampton ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/house-for-sale-in-brampton/1599385295,431
432,825.0,looking for female roommate for month period with possible extension year fully furnished house because roommate moving move date january first week shared detail ,city toronto,    short term rental city toronto shared room for rent fully furnished 825 1599384014 shared room for rent fully furnished 825 ,house,0,https:/www.kijiji.ca/v-short-term-rental/city-of-toronto/shared-room-for-rent-fully-furnished-825/1599384014,432
433,580.0,quiet house room clean and renovated the bsement shared kitchen and bathroom with other tenant window bright utility are included detail ,city toronto,    room rental roommate city toronto room for rent min the subway station 1599383046 room for rent min the subway station ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent_-5-min-to-the-subway-station/1599383046,433
434,989000.0,rarely offered bungalow semi with lot natural light elegant entrance open concept separate dining room large family room with fireplace plaster molding and walkout balcony granite detail ,oakville halton region,    house for sale oakville halton region price changed bedroom bth located oakville 1599382666 price changed bedroom bth located oakville ,house,0,https:/www.kijiji.ca/v-house-for-sale/oakville-halton-region/price-changed-bedroom-3-bth-located-in-oakville/1599382666,434
435,975.0,large bedroom house located near church and carlton step away from ryerson university college subway station downtown core park university toronto level house located quiet detail ,city toronto,    room rental roommate city toronto great house beside ryerson university 1599381361 great house beside ryerson university ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/city-of-toronto/great-house-beside-ryerson-university/1599381361,435
436,750.0,move date jan 1st finch and victoria park apache trail north york close seneca college close all amenity only for iniduals semi detached house with four bedroom close finch detail ,city toronto,    room rental roommate city toronto room available for rent from jan 1st finch and victoria 1599380464 room available for rent from jan 1st finch and victoria ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-available-for-rent-from-jan-1st-finch-and-victoria/1599380464,436
437,700.0,furnish room available bedroom independent house owner not living here with shared laundry and share kitchen most suitable for young working person and student walking distance public detail ,oakville halton region,    room rental roommate oakville halton region room for rent 4168459232 1598650989 room for rent 4168459232 ,house,0,https:/www.kijiji.ca/v-room-rental-roommate/oakville-halton-region/room-for-rent-4168459232/1598650989,437
438,849000.0,best lisgar desirable neighborhood for starter with family fronting house for added privacy spend lot upgrade lovely new concrete driveway and step freshly detail ,mississauga peel region,    house for sale mississauga peel region bdrm bth mississauga 1599379598 bdrm bth mississauga ,house,0,https:/www.kijiji.ca/v-house-for-sale/mississauga-peel-region/3-bdrm-2-bth-in-mississauga/1599379598,438
439,400.0,one fully furnished house city etobicoke toronto for lease the house come with fridge stove washer dryer bed microwave sofa and quiet residential area with parking detail ,mississauga peel region,    short term rental mississauga peel region furnished bedroom house etobicoke for lease 1599378972 furnished bedroom house etobicoke for lease ,house,0,https:/www.kijiji.ca/v-short-term-rental/mississauga-peel-region/furnished-3-bedroom-house-in-etobicoke-for-lease/1599378972,439
440,98000.0,spacious and immaculate semi detached home located high demand thornhill wood community bedroom model converted bedroom large primary bedroom large ensuite feature hardwood floor detail ,markham york region   ,    house for sale markham york region 1bed 4bath house thornhill woods potential rent basement 1599378864 1bed 4bath house thornhill woods potential rent basement ,house,0,https:/www.kijiji.ca/v-house-for-sale/markham-york-region/4-1bed-4bath-house-thornhill-woods-potential-to-rent-basement/1599378864,440
